OBJECTID,ID,HOSPITAL_ NAME,ADDRESS,CITY,STUSPS,ZIP,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,ST_FIPS,OWNER,BEDS,TRAUMA,HELIPAD,ZCTA5CE10
4489,12778414,BAYVIEW BEHAVIORAL HOSPITAL,6629 WOOLDRIDGE,CORPUS CHRISTI,TX,78414,(361) 986-8200,PSYCHIATRIC,OPEN,68,NUECES,48355,USA,27.68009299,-97.36048279,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2018-08-11T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://bayviewbehavioralhospital.com/contact-us/,48,PROPRIETARY,68,NOT AVAILABLE,N,78414
4490,18579905,EL PASO PSYCHIATRIC CENTER,4615 ALAMEDA AVENUE,EL PASO,TX,79905,NOT AVAILABLE,PSYCHIATRIC,OPEN,74,EL PASO,48141,USA,31.77205182,-106.436115,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2018-08-11T00:00:00.000Z,IMAGERY/OTHER,2014-03-12T00:00:00.000Z,http://www.dshs.state.tx.us/mhhospitals/ElPasoPC/default.shtm,48,GOVERNMENT - STATE,74,NOT AVAILABLE,Y,79905
4491,25077004,RIVERSIDE GENERAL HOSPITAL,3204 ENNIS STREET,HOUSTON,TX,77004,NOT AVAILABLE,PSYCHIATRIC,CLOSED,98,HARRIS,48201,USA,29.73091893,-95.36085286,622210,"HOSPITALS, PSYCHIATRIC (EXCEPT CONVALESCENT)",http://www.dshs.state.tx.us/chs/hosp/hosp2.shtm,2014-09-23T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.riversidegeneral.org,48,NON-PROFIT,98,NOT AVAILABLE,N,77004
4492,27277021,HARRIS COUNTY PSYCHIATRIC CENTER,2800 SOUTH MACGREGOR WAY,HOUSTON,TX,77021,NOT AVAILABLE,PSYCHIATRIC,OPEN,16,HARRIS,48201,USA,29.71201681,-95.37442375,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2018-08-11T00:00:00.000Z,IMAGERY,2014-02-03T00:00:00.000Z,http://hcpc.uth.tmc.edu/,48,GOVERNMENT - DISTRICT/AUTHORITY,16,NOT AVAILABLE,N,77021
4493,27677090,CYPRESS CREEK HOSPITAL,17750 CALI DRIVE,HOUSTON,TX,77090,(281) 586-7600,PSYCHIATRIC,OPEN,96,HARRIS,48201,USA,30.0245794,-95.44534571,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2018-08-11T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.cypresscreekhospital.com/,48,PROPRIETARY,96,NOT AVAILABLE,N,77090
4494,45375785,RUSK STATE HOSPITAL,805 NORTH DICKINSON DRIVE,RUSK,TX,75785,NOT AVAILABLE,PSYCHIATRIC,OPEN,330,CHEROKEE,48073,USA,31.80838759,-95.15774878,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2018-08-11T00:00:00.000Z,IMAGERY/OTHER,2014-02-06T00:00:00.000Z,http://www.dshs.state.tx.us/mhhospitals/RuskSH/default.shtm,48,GOVERNMENT - STATE,330,NOT AVAILABLE,N,75785
4495,46778229,CLARITY CHILD GUIDANCE CENTER,8535 TOM SLICK DRIVE,SAN ANTONIO,TX,78229,(210) 616-0300,PSYCHIATRIC,OPEN,66,BEXAR,48029,USA,29.52010675,-98.57619951,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2018-08-11T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.claritycgc.org,48,NON-PROFIT,66,NOT AVAILABLE,N,78229
4496,58275228,TIMBERLAWN MENTAL HEALTH SYSTEM,4600 SAMUELL BOULEVARD,DALLAS,TX,75228,(214) 381-7181,PSYCHIATRIC,OPEN,144,DALLAS,48113,USA,32.79183535,-96.71651281,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2018-08-11T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.timberlawn.com,48,PROPRIETARY,144,NOT AVAILABLE,N,75228
4497,134675010,CARROLLTON SPRINGS,2225 PARKER ROAD,CARROLLTON,TX,75010,(972) 242-4114,PSYCHIATRIC,OPEN,45,DENTON,48121,USA,33.04591729,-96.86860721,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2018-08-11T00:00:00.000Z,IMAGERY/OTHER,2014-12-09T00:00:00.000Z,http://www.carrolltonsprings.com/,48,PROPRIETARY,45,NOT AVAILABLE,N,75010
4498,141876022,TEXAS HEALTH SPRINGWOOD HOSPITAL HURST-EULESS-BEDFORD,2717 TIBBETS DRIVE,BEDFORD,TX,76022,(817) 848-7771,PSYCHIATRIC,OPEN,70,TARRANT,48439,USA,32.83458837,-97.12246905,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2018-08-11T00:00:00.000Z,IMAGERY/OTHER,2014-12-09T00:00:00.000Z,NOT AVAILABLE,48,NON-PROFIT,70,NOT AVAILABLE,Y,76022
4499,75777407,WESTPARK SPRINGS,6902 S PEEK ROAD,RICHMOND,TX,77407,(832) 535-2770,PSYCHIATRIC,OPEN,72,FORT BEND,48157,USA,29.69434022,-95.76104056,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2018-08-11T00:00:00.000Z,IMAGERY/OTHER,2016-12-08T00:00:00.000Z,http://www.westparksprings.com/,48,PROPRIETARY,72,NOT AVAILABLE,N,77407
4500,78478503,SOUTH TEXAS BEHAVIORAL HEALTH CENTER,2102 WEST TRENTON ROAD,EDINBURG,TX,78503,(956) 388-1300,PSYCHIATRIC,OPEN,134,HIDALGO,48215,USA,26.26204925,-98.1903686,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2018-08-11T00:00:00.000Z,IMAGERY,2017-01-10T00:00:00.000Z,http://southtexasbehavioralhealthcenter.com/,48,PROPRIETARY,134,NOT AVAILABLE,N,78503
4501,78777701,BAPTIST HOSPITALS OF SOUTHEAST TEXAS FANNIN BEHAVIORAL CENTER,3250 FANNIN,BEAUMONT,TX,77701,(409) 212-7000,PSYCHIATRIC,OPEN,120,JEFFERSON,48245,USA,30.07290488,-94.12295454,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2018-08-11T00:00:00.000Z,IMAGERY,2017-01-11T00:00:00.000Z,http://www.bhset.net/Health-Services/Behavioral-Health-Services.aspx,48,NON-PROFIT,120,NOT AVAILABLE,N,77701
4502,1796763,LANAI COMMUNITY HOSPITAL,628 7TH ST,LANAI CITY,HI,96763,(808) 565-6411,SPECIAL,OPEN,24,MAUI,15009,USA,20.82614245,-156.9178958,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,https://data.hawaii.gov/Health/Hospitals-in-Hawaii/rwns-g4bn/data,2018-09-26T00:00:00.000Z,IMAGERY,2016-04-14T00:00:00.000Z,http://www.lch.hhsc.org,15,GOVERNMENT - STATE,24,NOT AVAILABLE,N,96763
4503,1896816,LEAHI HOSPITAL,3675 KILAUEA AVENUE,HONOLULU,HI,96816,(808) 733-8000,SPECIAL,OPEN,164,HONOLULU,15003,USA,21.27325508,-157.8014934,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,https://data.hawaii.gov/Health/Hospitals-in-Hawaii/rwns-g4bn/data,2018-09-26T00:00:00.000Z,IMAGERY,2016-04-14T00:00:00.000Z,http://www.hhsc.org,15,GOVERNMENT - STATE,164,NOT AVAILABLE,N,96816
4504,2496817,REHABILITATION HOSPITAL OF THE PACIFIC,226 NO KUAKINI ST,HONOLULU,HI,96817,(808) 531-3511,REHABILITATION,OPEN,66,HONOLULU,15003,USA,21.32141338,-157.8544936,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",https://data.hawaii.gov/Health/Hospitals-in-Hawaii/rwns-g4bn/data,2018-09-26T00:00:00.000Z,IMAGERY,2016-04-14T00:00:00.000Z,http://www.rehabhospital.org,15,NON-PROFIT,66,NOT AVAILABLE,N,96817
4505,14875237,METHODIST REHABILITATION HOSPITAL,3020 WEST WHEATLAND ROAD,DALLAS,TX,75237,(972) 708-8600,REHABILITATION,OPEN,40,DALLAS,48113,USA,32.64633778,-96.87102402,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2018-08-11T00:00:00.000Z,IMAGERY,2014-01-23T00:00:00.000Z,http://www.methodist-rehab.com,48,PROPRIETARY,40,NOT AVAILABLE,N,75237
4506,38275149,MESQUITE REHABILITATION HOSPITAL,1023 NORTH BELT LINE ROAD,MESQUITE,TX,75149,(972) 216-2400,REHABILITATION,OPEN,30,DALLAS,48113,USA,32.7784212,-96.59849193,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2018-08-11T00:00:00.000Z,IMAGERY/OTHER,2014-03-13T00:00:00.000Z,http://mesquiterehab.ernesthealth.com/,48,PROPRIETARY,30,NOT AVAILABLE,N,75149
4507,42575075,HEALTHSOUTH PLANO REHABILITATION HOSPITAL,2800 WEST 15TH STREET,PLANO,TX,75075,(972) 612-9000,REHABILITATION,OPEN,83,COLLIN,48085,USA,33.01842055,-96.74824313,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2018-08-11T00:00:00.000Z,IMAGERY,2014-02-05T00:00:00.000Z,http://www.healthsouthplano.com,48,PROPRIETARY,83,NOT AVAILABLE,N,75075
4508,44275080,HEALTHSOUTH REHABILITATION HOSPITAL RICHARDSON,3351 WATERVIEW PARKWAY,RICHARDSON,TX,75080,(972) 398-5700,REHABILITATION,OPEN,50,DALLAS,48085,USA,32.99798275,-96.75493758,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2018-08-11T00:00:00.000Z,IMAGERY,2014-02-05T00:00:00.000Z,http://www.healthsouthrichardson.com/,48,PROPRIETARY,50,NOT AVAILABLE,N,75080
4509,46678240,HEALTHSOUTH REHABILITATION INSTITUTE OF SAN ANTONIO,9119 CINNAMON HILL,SAN ANTONIO,TX,78240,(210) 691-0737,REHABILITATION,OPEN,108,BEXAR,48029,USA,29.52726915,-98.58412986,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2018-08-11T00:00:00.000Z,IMAGERY,2014-02-06T00:00:00.000Z,http://www.hsriosa.com,48,PROPRIETARY,108,NOT AVAILABLE,N,78240
4510,48877384,HEALTHSOUTH REHABILITATION HOSPITAL VISION PARK,117 VISION PARK BOULEVARD,SHENANDOAH,TX,77384,(936) 444-1700,REHABILITATION,OPEN,60,MONTGOMERY,48339,USA,30.18993839,-95.45850831,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2018-08-11T00:00:00.000Z,IMAGERY,2014-02-06T00:00:00.000Z,http://www.healthsouthvisionpark.com/,48,PROPRIETARY,60,NOT AVAILABLE,N,77384
4511,49577478,HEALTHSOUTH SUGAR LAND REHABILITATION HOSPITAL,1325 HIGHWAY 6,SUGAR LAND,TX,77478,(281) 276-7574,REHABILITATION,OPEN,50,FORT BEND,48157,USA,29.60439957,-95.63326382,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2018-08-11T00:00:00.000Z,IMAGERY/OTHER,2014-02-06T00:00:00.000Z,http://www.healthsouthsugarland.com,48,PROPRIETARY,50,NOT AVAILABLE,N,77478
4512,51875501,HEALTHSOUTH REHABILITATION HOSPITAL OF TEXARKANA,515 WEST 12TH STREET,TEXARKANA,TX,75501,(903) 735-5000,REHABILITATION,OPEN,60,BOWIE,48037,USA,33.43007747,-94.04822781,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2018-08-11T00:00:00.000Z,IMAGERY,2014-02-07T00:00:00.000Z,http://www.healthsouthtexarkana.com,48,PROPRIETARY,60,NOT AVAILABLE,N,75501
4513,56378596,WESLACO REHABILITATION HOSPITAL,906 SOUTH JAMES STREET,WESLACO,TX,78596,(956) 969-2222,REHABILITATION,OPEN,32,HIDALGO,48215,USA,26.1510039,-97.97707053,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2018-08-11T00:00:00.000Z,IMAGERY,2014-03-12T00:00:00.000Z,http://www.weslacorehabhospital.com,48,PROPRIETARY,32,NOT AVAILABLE,Y,78596
4514,139378704,HEALTHSOUTH REHABILITATION HOSPITAL OF AUSTIN,330 WEST BEN WHITE,AUSTIN,TX,78704,(512) 730-4800,REHABILITATION,OPEN,60,TRAVIS,48453,USA,30.22571366,-97.76632301,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2018-08-11T00:00:00.000Z,IMAGERY/OTHER,2014-12-22T00:00:00.000Z,http://www.healthsouthaustin.com/,48,PROPRIETARY,60,NOT AVAILABLE,N,78704
4515,140678130,NEW BRAUNFELS REGIONAL REHABILITATION HOSPITAL,2041 SUNDANCE PARKWAY,NEW BRAUNFELS,TX,78130,(830) 625-6700,REHABILITATION,OPEN,40,COMAL,48091,USA,29.73513973,-98.0951514,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2018-08-11T00:00:00.000Z,IMAGERY/OTHER,2014-12-09T00:00:00.000Z,http://nbrrh.ernesthealth.com/,48,PROPRIETARY,40,NOT AVAILABLE,N,78130
4516,72278251,WARM SPRINGS REHABILITATION HOSPITAL OF WESTOVER HILLS,10323 STATE HWY 151,SAN ANTONIO,TX,78251,(210) 422-8791,REHABILITATION,OPEN,40,BEXAR,48029,USA,29.45190785,-98.68457631,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2018-08-11T00:00:00.000Z,IMAGERY,2016-11-29T00:00:00.000Z,http://postacutemedical.com/our-facilities/outpatient-rehabilitation/warm-springs-rehabilitation-hospital-westover-hills/,48,PROPRIETARY,40,NOT AVAILABLE,N,78251
4517,77477598,PAM REHABILITATION HOSPITAL OF CLEAR LAKE,110 EAST MEDICAL CENTER BOULEVARD,WEBSTER,TX,77598,(832) 224-9500,REHABILITATION,OPEN,45,HARRIS,48021,USA,29.54327694,-95.12004858,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2018-08-11T00:00:00.000Z,IMAGERY/OTHER,2017-01-10T00:00:00.000Z,http://www.bayarearehab.org/,48,PROPRIETARY,45,NOT AVAILABLE,N,77598
4518,82078041,LAREDO REHABILITATION HOSPITAL,2005 A BUSTAMENTE STREET,LAREDO,TX,78041,(956) 764-8555,REHABILITATION,OPEN,20,WEBB,48479,USA,27.5338972,-99.47366602,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2018-08-11T00:00:00.000Z,IMAGERY,2017-01-20T00:00:00.000Z,http://www.ernesthealth.com/gallery-item/laredo-rehabilitation-hospital/,48,PROPRIETARY,20,NOT AVAILABLE,N,78041
4519,6677401,BELLAIRE SURGICAL HOSPITAL HOLDINGS LLC,411 FIRST STREET,BELLAIRE,TX,77401,(713) 275-1111,SPECIAL,OPEN,19,HARRIS,48201,USA,29.7099774,-95.4626713,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2018-08-11T00:00:00.000Z,IMAGERY,2014-03-12T00:00:00.000Z,http://www.firststreethospital.com,48,PROPRIETARY,19,NOT AVAILABLE,Y,77401
4520,21976132,USMD HOSPITAL AT FORT WORTH,5900 DIRKS ROAD,FORT WORTH,TX,76132,(817) 433-9100,SPECIAL,OPEN,8,TARRANT,48439,USA,32.64653072,-97.41869014,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2018-08-11T00:00:00.000Z,IMAGERY/OTHER,2014-01-30T00:00:00.000Z,http://www.usmdfortworth.com/,48,PROPRIETARY,8,NOT AVAILABLE,N,76132
4521,28077090,TOPS SURGICAL SPECIALTY HOSPITAL,17080 RED OAK DRIVE,HOUSTON,TX,77090,(281) 943-7400,SPECIAL,OPEN,16,HARRIS,48201,USA,30.0188957,-95.44394499,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2018-08-11T00:00:00.000Z,IMAGERY/OTHER,2014-03-12T00:00:00.000Z,http://www.tops-hospital.com,48,PROPRIETARY,16,NOT AVAILABLE,Y,77090
4522,54175701,TEXAS SPINE AND JOINT HOSPITAL,1814 ROSELAND BOULEVARD,TYLER,TX,75701,(903) 525-3300,SPECIAL,OPEN,20,SMITH,48423,USA,32.32915158,-95.29852291,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2018-08-11T00:00:00.000Z,IMAGERY,2014-02-07T00:00:00.000Z,http://www.tsjh.org,48,PROPRIETARY,20,NOT AVAILABLE,N,75701
4523,78578539,WOMEN'S HOSPITAL AT RENAISSANCE,5502 SOUTH MCCOLL,EDINBURG,TX,78539,(956) 362-5601,WOMEN,OPEN,151,HIDALGO,48215,USA,26.25267437,-98.20309755,622310,MATERNITY HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2018-08-11T00:00:00.000Z,IMAGERY,2017-01-10T00:00:00.000Z,http://www.dhr-rgv.com/healthcare-services/womens-hospital-at-renaissance,48,PROPRIETARY,151,NOT AVAILABLE,N,78539
4524,5235462,GREENE COUNTY HOSPITAL,509 WILSON AVENUE,EUTAW,AL,35462,(205) 931-6814,GENERAL ACUTE CARE,OPEN,20,GREENE,1063,USA,32.84324894,-87.89048348,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://dph1.adph.state.al.us/FacilitiesDirectory,2018-08-09T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,NOT AVAILABLE,1,GOVERNMENT - LOCAL,20,NOT AVAILABLE,Y,35462
4525,9735609,NORTH ALABAMA REGIONAL HOSPITAL,4218 HWY 31 S,DECATUR,AL,35609,(256) 560-2200,PSYCHIATRIC,CLOSED,74,MORGAN,1103,USA,34.5216167,-86.96702901,622210,"HOSPITALS, PSYCHIATRIC (EXCEPT CONVALESCENT)",http://ph.state.al.us/facilitiesdirectory/%28S%28ydsic2jp55v0jj45incw4e33%29%29/Default.aspx,2012-06-05T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.narh.mh.alabama.gov,1,GOVERNMENT - STATE,74,NOT AVAILABLE,N,35609
4526,335211,BAPTIST MEDICAL CENTER - PRINCETON,"701 PRINCETON AVENUE, S.W.",BIRMINGHAM,AL,35211,(205) 715-5309,GENERAL ACUTE CARE,OPEN,505,JEFFERSON,1073,USA,33.49800653,-86.84718778,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://dph1.adph.state.al.us/FacilitiesDirectory,2018-08-09T00:00:00.000Z,IMAGERY/OTHER,2014-03-12T00:00:00.000Z,http://www.bhsala.com/princeton/Home.aspx,1,PROPRIETARY,505,NOT AVAILABLE,Y,35211
4527,8736033,GEORGIANA MEDICAL CENTER,515 MIRANDA STREET,GEORGIANA,AL,36033,(334) 376-2205,GENERAL ACUTE CARE,OPEN,22,BUTLER,1013,USA,31.63632159,-86.74307505,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://dph1.adph.state.al.us/FacilitiesDirectory,2018-08-09T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,NOT AVAILABLE,1,PROPRIETARY,22,NOT AVAILABLE,N,36033
4528,552136,REGIONAL HEALTH SERVICES OF HOWARD COUNTY,235 EIGHTH AVENUE WEST,CRESCO,IA,52136,(563) 547-2101,CRITICAL ACCESS,OPEN,19,HOWARD,19089,USA,43.38137658,-92.1179944,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://dia-hfd.iowa.gov/DIA_HFD/CTLEntitySearch.do,2018-08-09T00:00:00.000Z,IMAGERY,2016-04-15T00:00:00.000Z,http://www.rhshc.com,19,GOVERNMENT - LOCAL,19,LEVEL IV,Y,52136
4529,1583221,BINGHAM MEMORIAL HOSPITAL,98 POPLAR STREET,BLACKFOOT,ID,83221,(208) 785-4100,GENERAL ACUTE CARE,OPEN,25,BINGHAM,16011,USA,43.19323972,-112.3468313,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://healthandwelfare.idaho.gov/Portals/0/Medical/LicensingCertification/AlphaHospital.pdf,2018-08-09T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.binghammemorial.org,16,NON-PROFIT,25,NOT AVAILABLE,Y,83221
4530,2983854,NORTHERN IDAHO ADVANCED CARE HOSPITAL,600 N. CECIL ROAD,POST FALLS,ID,83854,(208) 262-2800,LONG TERM CARE,OPEN,40,KOOTENAI,16055,USA,47.71345693,-116.9038657,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://healthandwelfare.idaho.gov/Portals/0/Medical/LicensingCertification/AlphaHospital.pdf,2018-08-09T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.niach.ernesthealth.com,16,PROPRIETARY,40,NOT AVAILABLE,N,83854
4531,5483854,REHABILITATION HOSPITAL OF THE NORTHWEST,3372 E JENALAN AVE,POST FALLS,ID,83854,(208) 262-8700,REHABILITATION,OPEN,30,KOOTENAI,16055,USA,47.71294297,-116.9020097,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://healthandwelfare.idaho.gov/Portals/0/Medical/LicensingCertification/AlphaHospital.pdf,2018-08-09T00:00:00.000Z,IMAGERY/OTHER,2016-04-21T00:00:00.000Z,http://rhn.ernesthealth.com/,16,PROPRIETARY,30,NOT AVAILABLE,N,83854
4532,7460624,SACRED HEART HOSPITAL,3240 W FRANKLIN BLVD,CHICAGO,IL,60624,(773) 722-3020,GENERAL ACUTE CARE,CLOSED,119,COOK,17031,USA,41.89062151,-87.70787847,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.illinois.gov/,2012-07-27T00:00:00.000Z,IMAGERY,2014-01-21T00:00:00.000Z,www.sacredheartchicago.com,17,PROPRIETARY,119,NOT AVAILABLE,N,60624
4533,99760622,PRESENCE SAINT ELIZABETH HOSPITAL,1431 N. CLAREMONT AVENUE,CHICAGO,IL,60622,(312) 770-2000,GENERAL ACUTE CARE,OPEN,493,COOK,17031,USA,41.90758558,-87.6863101,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.illinois.gov/,2018-08-09T00:00:00.000Z,IMAGERY/OTHER,2015-02-21T00:00:00.000Z,http://www.presencehealth.org/presence-saints-mary-and-elizabeth-medical-center-chicago,17,NON-PROFIT,493,NOT AVAILABLE,N,60622
4534,4060640,LOUIS A WEISS MEMORIAL HOSPITAL,4646 N MARINE DRIVE,CHICAGO,IL,60640,(773) 878-8700,GENERAL ACUTE CARE,OPEN,184,COOK,17031,USA,41.96646835,-87.64962681,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.illinois.gov/,2018-08-09T00:00:00.000Z,IMAGERY,2016-04-25T00:00:00.000Z,http://www.weisshospital.com,17,PROPRIETARY,184,NOT AVAILABLE,N,60640
4535,6362040,GATEWAY REGIONAL MEDICAL CENTER,2100 MADISON AVENUE,GRANITE CITY,IL,62040,(618) 798-3000,GENERAL ACUTE CARE,OPEN,337,MADISON,17119,USA,38.70066032,-90.14367497,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.illinois.gov/,2018-08-09T00:00:00.000Z,IMAGERY,2016-04-25T00:00:00.000Z,http://www.gatewayregional.net,17,PROPRIETARY,337,NOT AVAILABLE,Y,62040
4536,16862249,ST JOSEPH'S HOSPITAL,1515 MAIN STREET,HIGHLAND,IL,62249,(618) 654-7421,CRITICAL ACCESS,CLOSED,25,MADISON,17119,USA,38.74120324,-89.67204471,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.illinois.gov/,2012-07-27T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.stjosephshighland.com,17,NON-PROFIT,25,NOT AVAILABLE,N,62249
4537,15761443,OSF SAINT LUKE MEDICAL CENTER,1051 WEST SOUTH STREET,KEWANEE,IL,61443,(309) 853-3361,CRITICAL ACCESS,OPEN,25,HENRY,17073,USA,41.22083682,-89.94699282,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.illinois.gov/,2018-08-09T00:00:00.000Z,IMAGERY,2016-04-25T00:00:00.000Z,https://www.osfhealthcare.org/saint-luke/,17,NON-PROFIT,25,NOT AVAILABLE,Y,61443
4538,13092028,FALLBROOK HOSPITAL DISTRICT,624 EAST ELDER STREET,FALLBROOK,CA,92028,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,47,SAN DIEGO,6073,USA,33.38081195,-117.2445588,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.fallbrookhospital.com,6,GOVERNMENT - DISTRICT/AUTHORITY,47,NOT AVAILABLE,N,92028
